"id","name","image","level","type","attribute","family","prior_forms","next_forms","lateral_next_forms","digifuse_forms","attacks"
127,"Batterymon","https://static.wikia.nocookie.net/digimon/images/3/3c/Batterymon_vg.jpg/revision/latest?cb=20101214055035",NULL,NULL,NULL,"[]","[]","[]","[]","[]","[]"
128,"Battle_Armament_Trailmon","https://static.wikia.nocookie.net/digimon/images/6/63/N-12_10_1.jpg/revision/latest/scale-to-width-down/268?cb=20081220055720","Champion",NULL,"Data","""Metal Empire""","[]","[]","[]","[]","[{""name"": ""Kyuu Break Spark"", ""description"": """"}]"
129,"Bearmon","https://static.wikia.nocookie.net/digimon/images/2/20/Bearmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20101105040044","Rookie",NULL,"Vaccine","""Nature Spirits""","[""Tsunomon"", ""Wanyamon""]","[""Grizzlymon"", ""LoaderLiomon"", ""Gallantmon"", ""Guilmon""]","[]","[""Shoutmon X7F Superior Mode""]","[{""name"": ""KogumaSeikendzuki"", ""description"": "", lit. \""Bear-cub Punch\"")""}]"
130,"BeelStarmon","https://static.wikia.nocookie.net/digimon/images/f/f3/BeelStarmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20190930065241","Mega",NULL,"Virus","""Nightmare Soldiers""","[]","[]","[]","[]","[]"
131,"BeelStarmon_X","https://static.wikia.nocookie.net/digimon/images/e/e0/BeelStarmon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20190626190613","Mega",NULL,"Virus","[]","[]","[]","[]","[]","[]"
132,"Beelzemon","https://static.wikia.nocookie.net/digimon/images/0/04/Beelzemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100226052845","Mega",NULL,"{Virus,None}","[""Nightmare Soldiers"", ""Nature Spirits"", ""Wind Guardians"", ""Metal Empire"", ""Dark Area""]","[""SkullSatamon"", ""Matadormon"", ""Mummymon"", ""Code Key of Gluttony"", ""SkullMeramon"", ""Myotismon""]","[]","[""Beelzemon Blast Mode""]","[""DigiFuse Chart""]","[]"
133,"Beelzemon_(2010_anime)","https://static.wikia.nocookie.net/digimon/images/c/c0/Beelzemon_%282010_anime%29_b.jpg/revision/latest/scale-to-width-down/268?cb=20101210044320","{Mega,""/ Xros Wars""}",NULL,"{Virus,None,Unidentified}","""Nightmare Soldiers""","[""Reapmon""]","[]","[]","[""DigiFuse Chart"", ""Shoutmon X7F Superior Mode""]","[{""name"": ""Death the Cannon"", ""description"": ""): Fast draws a tremendously powerful shot from the Berenjena SDX, which is said to have almost godly speed.""}]"
134,"Beelzemon_(Starmons)","https://static.wikia.nocookie.net/digimon/images/2/21/6-19_Beelzemon_%28Starmons%29.png/revision/latest/scale-to-width-down/268?cb=20120402052949",NULL,NULL,NULL,"[]","[""Beelzemon (2010 anime)"", ""Starmon (2010 anime)"", ""Pickmon""]","[]","[]","[]","[{""name"": ""Meteor Cannon"", ""description"": ""): Fires Pickmon from its upgraded Berenjena SDX, allowing it to demolish entire armies in an instant.""}]"
135,"Beelzemon_Blast_Mode","https://static.wikia.nocookie.net/digimon/images/8/80/Beelzemon_Blast_Mode_b.jpg/revision/latest/scale-to-width-down/268?cb=20120330222823","Mega",NULL,"Virus","[""Nightmare Soldiers"", ""Wind Guardians"", ""Dark Area""]","[]","[]","[]","[]","[{""name"": ""Death Slinger"", ""description"": ""): Fires a destructive wave from the Blaster.""}, {""name"": ""Chaos Flare"", ""description"": ""): Draws a magic circle before itself, then fires destructive waves toward the center.""}, {""name"": ""High Impact"", ""description"": ""): Continuously fires at the enemies with a big gun.""}]"
136,"Beelzemon_X","https://static.wikia.nocookie.net/digimon/images/e/e4/Beelzemon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20190701135246","Mega",NULL,"Virus","""Nightmare Soldiers""","[]","[]","[]","[]","[]"
137,"Beetlemon","https://static.wikia.nocookie.net/digimon/images/9/99/Beetlemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20130531052435","Hybrid",NULL,"{Variable,Free}","[""None"", ""Metal Empire""]","[""H Spirit of Thunder""]","[""RhinoKabuterimon"", ""MetalKabuterimon""]","[]","[]","[{""name"": ""ThorHammer"", ""description"": ""): Clasping its hands together, then dynamically swings them down.""}, {""name"": ""MjöllnirThunder"", ""description"": ""): Makes lightning fall from the sky like rain.""}, {""name"": ""Lightning Bomber"", ""description"": ""): Emits a powerful stream of lightning from its horn or rams foe with electricity stored in horn.""}, {""name"": ""Kūchūfuyū"", ""description"": """"}]"
138,"Belphemon_Rage_Mode","https://static.wikia.nocookie.net/digimon/images/a/aa/Belphemon_Rage_Mode_b.jpg/revision/latest/scale-to-width-down/268?cb=20120217023349","Mega",NULL,"Virus","[""Dark Area"", ""Nightmare Soldiers""]","[""Code Key of Sloth"", ""Astamon""]","[]","[]","[]","[]"
139,"Belphemon_Sleep_Mode","https://static.wikia.nocookie.net/digimon/images/5/5c/Belphemon_Sleep_Mode_b.jpg/revision/latest/scale-to-width-down/268?cb=20120302021244","Mega",NULL,"Virus","""Dark Area""","[""Astamon""]","[]","[]","[]","[]"
140,"Belphemon_X","https://static.wikia.nocookie.net/digimon/images/3/3b/Belphemon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20190626030448","Mega",NULL,"Virus","[]","[]","[]","[]","[]","[{""name"": ""Seventh Penetrate"", ""description"": ""): Causes its Crown of Sloth to overflow with power, and fires a crimson energy wave from its claws at maximum output.""}]"
141,"BeoWolfmon","https://static.wikia.nocookie.net/digimon/images/3/38/BeoWolfmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20120914024445","Hybrid",NULL,"{Variable,Free,Data}","[""Virus Busters"", ""None""]","[""Spirits of Light"", ""Lobomon"", ""KendoGarurumon""]","[""MagnaGarurumon"", ""Spirits"", ""Steel"", ""Water"", ""Thunder"", ""Darkness""]","[]","[]","[{""name"": ""Licht Angriff"", ""description"": "", Deu : Light Attack): Assaults the opponent with several homing missiles fired from the Roland 2, then brings them down with its main armament in a powerful combination of heavy fire.""}, {""name"": ""Zweihänder"", ""description"": "", Deu : Two-hander): Swings the Beo Saber at subluminal speed from overhead, instantly cutting the opponent to pieces. In Digimon Frontier and Digimon New Century the energy generated by the sword forms into the shape of a giant wolf, which then slashes the enemy with its claws.""}, {""name"": ""Trinität"", ""description"": "", Deu : Trinity): Attacks the opponent with the Beo Saber.""}]"
142,"Betamon","https://static.wikia.nocookie.net/digimon/images/0/03/Betamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20130402185701","Rookie",NULL,"Virus","[""Nature Spirits"", ""Deep Savers"", ""Dragon's Roar""]","[""Koromon""]","[""Seadramon"", ""Dinohyumon""]","[]","[""Shoutmon X7F Superior Mode""]","[{""name"": ""Dengeki Biririn"", ""description"": "")""}, {""name"": ""Cutter Fin"", ""description"": "")""}]"
143,"Betamon_X","https://static.wikia.nocookie.net/digimon/images/a/a5/Betamon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20200911021213","Rookie",NULL,"Virus","""Nature Spirits""","[]","[]","[]","[]","[{""name"": ""Dengeki Biririn"", ""description"": "")""}, {""name"": ""Dengeki Biririn 185V"", ""description"": "")""}]"
144,"BetelGammamon","https://static.wikia.nocookie.net/digimon/images/c/c2/BetelGammamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20211010023852","Champion",NULL,"Vaccine","""Virus Busters""","[""Gammamon""]","[""Canoweissmon""]","[""KausGammamon""]","[]","[]"
145,"Betsumon","https://static.wikia.nocookie.net/digimon/images/c/c3/Betsumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20141128132429","Ultimate",NULL,"{Data,Virus}","""Unknown""","[]","[]","[]","[""DigiFuse Chart""]","[{""name"": ""Tsukkomi Punch"", ""description"": """"}, {""name"": ""citation needed"", ""description"": """"}]"
146,"Bibimon","https://static.wikia.nocookie.net/digimon/images/4/49/Bibimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210129045136","In-Training",NULL,"{None,Free}","[]","[""Dokimon""]","[""Pulsemon""]","[]","[]","[]"
147,"BigMamemon","https://static.wikia.nocookie.net/digimon/images/f/f7/BigMamemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20110811130206","Ultimate",NULL,"Data","[""Metal Empire"", ""Virus Busters""]","[]","[]","[]","[]","[{""name"": ""Big Smiley Bomber"", ""description"": ""): Uses its Mamemon followers themselves as weapons. It's rumored that after using this technique, its size gets smaller.""}]"
148,"BigUkkomon","https://static.wikia.nocookie.net/digimon/images/3/3e/BigUkkomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20231103025320","Mega",NULL,"Free","[]","[""Ukkomon""]","[]","[]","[]","[]"
149,"BioDarkdramon","https://static.wikia.nocookie.net/digimon/images/f/f2/BioDarkdramon_t.gif/revision/latest/scale-to-width-down/268?cb=20220624073732","Mega",NULL,"Virus","""Metal Empire""","[""Kouki Tsubasa""]","[]","[]","[]","[{""name"": ""Gigastick Lance"", ""description"": "")""}]"
150,"BioQuetzalmon","https://static.wikia.nocookie.net/digimon/images/3/3b/BioQuetzalmon_t.gif/revision/latest/scale-to-width-down/268?cb=20240417022537","Armor",NULL,"Vaccine","""Wind Guardians""","[""Nanami""]","[]","[]","[]","[{""name"": ""Freeze Wave"", ""description"": ""): Wraps around its foe and releases a wave of paralyzing energy.""}]"
151,"BioRotosmon","https://static.wikia.nocookie.net/digimon/images/f/f6/BioRotosmon_%28New_Century%29_b.jpg/revision/latest/scale-to-width-down/268?cb=20200628181433","Mega",NULL,"Data","""Jungle Troopers""","[""Nanami""]","[]","[]","[]","[]"
152,"BioStegomon","https://static.wikia.nocookie.net/digimon/images/d/de/BioStegomon_t.gif/revision/latest/scale-to-width-down/267?cb=20240417022515","Armor",NULL,"{Data,Free}","""Dragon's Roar""","[""Ivan""]","[]","[]","[]","[]"
153,"BioSupinomon","https://static.wikia.nocookie.net/digimon/images/b/b0/BioSupinomon_t.gif/revision/latest/scale-to-width-down/268?cb=20241122025310","Mega",NULL,"Virus","""Dragon's Roar""","[""Ivan""]","[]","[]","[]","[]"
154,"BioThunderbirdmon","https://static.wikia.nocookie.net/digimon/images/9/99/BioThunderbirdmon_t.gif/revision/latest/scale-to-width-down/268?cb=20240417022453","Armor",NULL,"Data","""Wind Guardians""","[""Kouki Tsubasa""]","[]","[]","[]","[]"
155,"Birdramon","https://static.wikia.nocookie.net/digimon/images/8/8e/Birdramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20150410015357","Champion",NULL,"{Vaccine,Data}","[""Wind Guardians"", ""Nature Spirits""]","[""Biyomon""]","[""Garudamon"", ""Garudamon X""]","[]","[]","[{""name"": ""Mach Glide"", ""description"": ""): Glides and tackles the enemy.""}, {""name"": ""Kyoushū"", ""description"": "", lit. \""Assault\"")""}, {""name"": ""Phoenix Taze"", ""description"": ""): Shoots up into the air whilst its body is flaming.""}]"
156,"BishopChessmon_(Black)","https://static.wikia.nocookie.net/digimon/images/e/e4/BishopChessmon_%28Black%29_t.gif/revision/latest/scale-to-width-down/268?cb=20220701035820","Ultimate",NULL,"Virus","[]","[]","[]","[]","[]","[]"
157,"BishopChessmon_(White)","https://static.wikia.nocookie.net/digimon/images/8/82/BishopChessmon_%28White%29_b.jpg/revision/latest/scale-to-width-down/268?cb=20110422074722","Ultimate",NULL,"Virus","""Metal Empire""","[""Kapurimon"", ""KnightChessmon (White)""]","[""KingChessmon""]","[]","[]","[]"
158,"Biyomon","https://static.wikia.nocookie.net/digimon/images/5/5a/Biyomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20130402190039","Rookie",NULL,"Vaccine","[""Wind Guardians"", ""Nature Spirits"", ""Jungle Troopers""]","[""Yokomon"", ""Puwamon""]","[""Birdramon"", ""Aquilamon"", ""Kokatorimon"", ""Karatenmon""]","[]","[""Shoutmon X7F Superior Mode""]","[{""name"": ""Magical Fire"", ""description"": ""): Attacks with ethereal flames.""}, {""name"": ""Piyorin Attack"", ""description"": "", lit. \""Chirping Attack\"")""}, {""name"": ""Katai Kuchibashi"", ""description"": "", lit. \""Hard Beak\"")""}, {""name"": ""Dash Tsuibami"", ""description"": "", lit. \""Dash Peck\"")""}, {""name"": ""Tsuibami Attack"", ""description"": "", lit. \""Peck Attack\"")""}, {""name"": ""Kuchibashi Attack"", ""description"": ""): Pokes with a hard beak.""}, {""name"": ""Piyoccho Ball"", ""description"": "", lit. \""Chirping Ball\"")""}, {""name"": ""Piyoccho Hurricane"", ""description"": "", lit. \""Chirping Hurricane\"")""}, {""name"": ""Ostrich Kick"", ""description"": ""): Flips into the air, kicking the opponent.""}, {""name"": ""Spiral Wing"", ""description"": ""): Surrounds itself with a vortex of wind that knocks away the enemy.""}]"
159,"BlackAgumon","https://static.wikia.nocookie.net/digimon/images/3/37/BlackAgumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20101001040217","Rookie",NULL,"Virus","[""Nature Spirits"", ""Dragon's Roar""]","[""Pagumon""]","[""Greymon (Blue)"", ""DarkTyrannomon""]","[]","[]","[{""name"": ""Baby Flame"", ""description"": ""): Spits flame breath from its mouth to attack the opponent.""}, {""name"": ""Uppercut"", ""description"": ""): An uppercut with its claws covered in green flames.""}, {""name"": ""Mach Jab"", ""description"": ""): Dashes forward, stabbing with its claws covered in green flames.""}, {""name"": ""Dangerous Kamukamu"", ""description"": """"}]"
160,"BlackAgumon_X","https://static.wikia.nocookie.net/digimon/images/7/70/BlackAgumon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20190809173832","Rookie",NULL,"Virus","[]","[]","[]","[]","[]","[{""name"": ""Baby Flame"", ""description"": ""): Spits flame breath from its mouth to attack the opponent.""}]"
161,"BlackGabumon","https://static.wikia.nocookie.net/digimon/images/6/66/BlackGabumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20201026181931","Rookie",NULL,"Virus","""Nature Spirits""","[]","[""BlackGarurumon""]","[]","[]","[{""name"": ""'Tsuno Kougeki"", ""description"": "", lit. \""Horn Attack\"")""}, {""name"": ""Blue Fire"", ""description"": ""): Breathes a stream of blue fire.""}, {""name"": ""Black Ice"", ""description"": ""): Dashes forward, leaving in its wake a trail of icicles that freeze whoever touches them.""}]"
162,"BlackGaogamon","https://static.wikia.nocookie.net/digimon/images/6/67/BlackGaogamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20171226180229","Champion",NULL,"Data","""Nature Spirits""","[""Gaomon""]","[]","[]","[]","[]"
163,"BlackGargomon","https://static.wikia.nocookie.net/digimon/images/d/d7/BlackGargomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20211029023226","Champion",NULL,"{Vaccine,Virus}","""Metal Empire""","[""Terriermon""]","[""BlackRapidmon""]","[]","[]","[{""name"": ""Gatling Arm"", ""description"": ""): Randomly fires the vulcans on both of its arms.""}, {""name"": ""Dum-dumUpper"", ""description"": ""): An intense exploding uppercut.""}]"
164,"BlackGarurumon","https://static.wikia.nocookie.net/digimon/images/e/e0/BlackGarurumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20201026184826","Champion",NULL,"Virus","[""Nature Spirits"", ""Nightmare Soldiers""]","[""Elecmon"", ""BlackGabumon"", ""Gazimon""]","[""ShadowWereGarurumon"", ""Pandamon""]","[]","[]","[{""name"": ""Wolf Cry"", ""description"": ""): Howls a powerful shockwave.""}]"
165,"BlackGatomon","https://static.wikia.nocookie.net/digimon/images/7/73/BlackGatomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20160819162816","Champion",NULL,"Virus","""Nightmare Soldiers""","[""Salamon""]","[""LadyDevimon""]","[""BlackGatomon Uver.""]","[]","[{""name"": ""Neko Punch"", ""description"": "", lit. \""Cat Punch\"")""}, {""name"": ""Neko Kick"", ""description"": "", lit. \""Cat Kick\"")""}, {""name"": ""Cat's Eye"", ""description"": ""): A glimmer from its eyes charms the enemy.""}, {""name"": ""Danger Love"", ""description"": ""): A dangerous charm to take control.""}]"
166,"BlackGatomon_Uver.","https://static.wikia.nocookie.net/digimon/images/b/b5/BlackGatomon_Uver._b.jpg/revision/latest/scale-to-width-down/268?cb=20211129035648","Champion",NULL,"Virus","[]","[]","[]","[]","[]","[{""name"": ""Neko Punch"", ""description"": "", lit. \""Cat Punch\"")""}, {""name"": ""Bakōnya"", ""description"": "", lit. \""Boxmeow\"")""}]"
167,"BlackGrowlmon","https://static.wikia.nocookie.net/digimon/images/7/7c/BlackGrowlmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20150918155600","Champion",NULL,"Virus","[""Nature Spirits"", ""Dark Area"", ""Nightmare Soldiers""]","[""BlackGuilmon"", ""Guilmon""]","[""BlackWarGrowlmon""]","[]","[]","[{""name"": ""Grow Claw"", ""description"": ""): Attacks using huge claws.""}]"
168,"BlackGuilmon","https://static.wikia.nocookie.net/digimon/images/a/ab/BlackGuilmon_b.png/revision/latest?cb=20190528190552","Rookie",NULL,"Virus","[]","[]","[""BlackGrowlmon""]","[]","[]","[{""name"": ""Fire Grenade"", ""description"": ""): Spits out a powerful, explosive flame shot.""}]"
169,"BlackKingNumemon","https://static.wikia.nocookie.net/digimon/images/b/b9/BlackKingNumemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210526025053","Ultimate",NULL,"Virus","""Unknown""","[""Numemon""]","[""PlatinumNumemon""]","[]","[]","[{""name"": ""Digimon Story: Cyber Sleuth"", ""description"": "", Digimon Story: Cyber Sleuth - Hacker's Memory , Digimon Links , and Digimon ReArise it tosses all the of the poop stored in its shell.""}]"
170,"BlackMachGaogamon","https://static.wikia.nocookie.net/digimon/images/6/6a/BlackMachGaogamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20171226180011","Ultimate",NULL,"Data","[]","[]","[]","[]","[]","[]"
171,"BlackMegaGargomon","https://static.wikia.nocookie.net/digimon/images/1/14/BlackMegaGargomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20160408120951","Mega",NULL,"{Vaccine,Virus}","[""Metal Empire"", ""Nature Spirits""]","[""BlackRapidmon""]","[]","[]","[]","[]"
172,"BlackMetalGarurumon","https://static.wikia.nocookie.net/digimon/images/7/7d/BlackMetalGarurumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20201026184532","Mega",NULL,"Virus","[""Metal Empire"", ""Nature Spirits""]","[""ShadowWereGarurumon""]","[""Omnimon Zwart"", ""BlackWarGreymon""]","[]","[]","[{""name"": ""Cocytus Breath"", ""description"": ""): Freezes an opponent with a breath of freezing cold air.""}, {""name"": ""Fire Wolf Claw"", ""description"": ""): Blasts sparks from its mouth.""}, {""name"": ""Burst Wolf Claw"", ""description"": ""): Shoots a guided missile.""}, {""name"": ""Metal Wolf Claw"", ""description"": ""): Charges forward through the air, trailing ice from its wings.""}, {""name"": ""Grace Cross Freezer"", ""description"": ""): Launches freezing missiles from all of the weapons hidden throughout its body.""}]"
173,"BlackRapidmon","https://static.wikia.nocookie.net/digimon/images/5/54/BlackRapidmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20211029023629","Ultimate",NULL,"Vaccine","[""Metal Empire"", ""Nightmare Soldiers""]","[""BlackGargomon""]","[""BlackMegaGargomon""]","[]","[]","[]"
174,"BlackSeraphimon","https://static.wikia.nocookie.net/digimon/images/7/7c/BlackSeraphimon_dw3.png/revision/latest/scale-to-width-down/268?cb=20120201143937","Mega",NULL,NULL,"[]","[]","[]","[]","[]","[]"
175,"BlackShoutmon_X7","https://static.wikia.nocookie.net/digimon/images/1/1a/MegaBlackShoutmon_X7_vg.jpg/revision/latest?cb=20120601200649",NULL,NULL,NULL,"[]","[]","[""MegaBlackShoutmon X7""]","[]","[]","[]"
176,"BlackWarGreymon","https://static.wikia.nocookie.net/digimon/images/9/90/BlackWarGreymon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100423185533","Mega",NULL,"{Virus,Vaccine}","[""Metal Empire"", ""Dragon's Roar""]","[""SkullGreymon"", ""MetalGreymon (Virus)"", ""MetalGreymon (Vaccine)""]","[""Omnimon Zwart"", ""BlackMetalGarurumon""]","[]","[]","[{""name"": ""Ankoku no Gaia Force"", ""description"": "", lit. \""Dark Gaia Force\"")""}, {""name"": ""Great Tornado"", ""description"": ""): Creates a huge tornado.""}, {""name"": ""Dramon Killer"", ""description"": "") Slashes upwards with a Dramon Destroyer, sending a wall of fire at the opponent.""}, {""name"": ""Black Storm Tornado"", ""description"": ""): Generates huge burning tornadoes around itself.""}, {""name"": ""Dramon Fire"", ""description"": ""): Shoots a small fireball.""}, {""name"": ""Gaia Force"", ""description"": ""): Emits a high density heat energy shot.""}]"
177,"BlackWarGreymon_X","https://static.wikia.nocookie.net/digimon/images/0/0b/BlackWarGreymon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20190809181409","Mega",NULL,"Virus","""Dragon's Roar""","[]","[]","[]","[]","[{""name"": ""Ankoku no Gaia Force"", ""description"": "", lit. \""Dark Gaia Force\"")""}, {""name"": ""Afterburst"", ""description"": ""): Accelerates its attacks with its vernier applied to the \""Dramon Killers\"". It is also a one-hit knockout technique.""}]"
178,"BlackWarGrowlmon","https://static.wikia.nocookie.net/digimon/images/e/e7/BlackWarGrowlmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100709044209","Ultimate",NULL,"Virus","[""Metal Empire"", ""Nightmare Soldiers"", ""Dragon's Roar""]","[""BlackGrowlmon""]","[""ChaosGallantmon"", ""Megidramon""]","[]","[]","[{""name"": ""Double Edge"", ""description"": ""): Cuts the opponent to pieces with the Pendulum Blades.""}]"
179,"BladeKuwagamon","https://static.wikia.nocookie.net/digimon/images/0/06/BladeKuwagamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20161121222522","Champion",NULL,"Virus","""Nature Spirits""","[]","[]","[]","[]","[]"
180,"Blastmon","https://static.wikia.nocookie.net/digimon/images/1/13/Blastmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20110218035230","{Mega,""/ Xros Wars""}",NULL,"{Vaccine,None}","[""Metal Empire"", ""Nature Spirits""]","[]","[]","[]","[""DigiFuse Chart""]","[{""name"": ""Gokujou Diamond Tail"", ""description"": "", lit. \""First-Rate Diamond Tail\"")""}, {""name"": ""Final Zubagōn Punch"", ""description"": ""): Sunders the earth by smashing its fists into the ground.""}, {""name"": ""Junjou Emerald Chop"", ""description"": """"}, {""name"": ""Janken: Gu"", ""description"": """"}, {""name"": ""Janken: Choki"", ""description"": """"}, {""name"": ""Janken: Pa"", ""description"": """"}, {""name"": ""Kenran Crystal Volcano"", ""description"": """"}]"
181,"Blimpmon","https://static.wikia.nocookie.net/digimon/images/7/76/Blimpmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20161121222523","Champion",NULL,"Data","""Wind Guardians""","[]","[]","[]","[]","[]"
182,"BlitzGreymon","https://static.wikia.nocookie.net/digimon/images/b/bb/BlitzGreymon_b.jpg/revision/latest/scale-to-width-down/268?cb=20170317035901","Mega",NULL,"Virus","""Metal Empire""","[""MetalGreymon (Virus)"", ""MetalGreymon (Vaccine)"", ""MetalGreymon Alterous Mode""]","[""Omegamon Alter-S"", ""CresGarurumon""]","[]","[]","[]"
183,"BloomLordmon","https://static.wikia.nocookie.net/digimon/images/b/b2/BloomLordmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210721033314","Mega",NULL,"Vaccine","[]","[]","[]","[]","[]","[{""name"": ""Multiple Seed"", ""description"": ""):  Shoots countless seeds from the petals on its left shoulder like a machine gun.""}]"
184,"Blossomon","https://static.wikia.nocookie.net/digimon/images/d/d4/Blossomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100312093050","Ultimate",NULL,"Data","[""Wind Guardians"", ""Jungle Troopers""]","[""Ninjamon"", ""Kiwimon"", ""Vegiemon"", ""Weedmon""]","[""Gryphonmon"", ""Lotosmon"", ""Ceresmon Medium""]","[]","[""DigiFuse Chart""]","[]"
185,"BlueMeramon","https://static.wikia.nocookie.net/digimon/images/e/e5/BlueMeramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20151211163818","Ultimate",NULL,"{Data,Virus,Vaccine}","[""Nightmare Soldiers"", ""Dragon's Roar"", ""Metal Empire""]","[""Meramon"", ""Devimon""]","[""Boltmon""]","[]","[]","[{""name"": ""Vision Bind"", ""description"": ""): Blinds enemies with bright blue flames.""}, {""name"": ""Mental Point Alchemy"", ""description"": ""): Absorbs enemies MP.""}]"
186,"Boarmon","https://static.wikia.nocookie.net/digimon/images/4/44/Boarmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20130816034211","Armor",NULL,"{Free,Vaccine,Data}","""Nature Spirits""","[""Armadillomon"", ""Digi-Egg of Courage""]","[]","[]","[]","[{""name"": ""Dangan Attack"", ""description"": "", lit. \""Bullet Attack\"")""}]"
187,"Bokomon","https://static.wikia.nocookie.net/digimon/images/0/07/Bokomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20160325014233","Rookie",NULL,"Vaccine","[""None"", ""Virus Busters"", ""Nature Spirits""]","[]","[]","[]","[]","[{""name"": ""Nigeashimou Dash"", ""description"": """"}, {""name"": ""Monoshiri Book"", ""description"": """"}]"
188,"Boltboutamon","https://static.wikia.nocookie.net/digimon/images/b/bb/Boltboutamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20180222161125","Mega",NULL,"Virus","""Nightmare Soldiers""","[""Piedmon"", ""Myotismon""]","[""Boltboutamon (Fusion)"", ""Master""]","[]","[]","[{""name"": ""Palazzi Valzer"", ""description"": "", ( Ita : \""Palaces' Waltz\""): Multiplies the \""Spiedini\"" ( Ita : \""Skewers\"") swords it carries on its waist using magic, and sends them flying. It takes pleasure in its methods of slowly torturing the enemy and causing them to be in agony, and finally ends their life by sending them flying from all directions simultaneously, calling it its grand finale.""}]"
189,"Boltboutamon_(Fusion)","https://static.wikia.nocookie.net/digimon/images/2/2b/Boltboutamon_%28Fusion%29_s.png/revision/latest?cb=20220804062137","Ultra",NULL,"Virus","[]","[""Boltboutamon"", ""Master""]","[]","[]","[]","[{""name"": ""PalazziLändler"", ""description"": "", ( Ita : \""Palaces' Ländler \""): Throws the \""Spiedini\"" ( Ita : \""Skewers\"") at the enemy.""}]"
190,"Boltmon","https://static.wikia.nocookie.net/digimon/images/f/fd/Boltmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100702063412","Mega",NULL,"{Data,Virus}","[""Metal Empire"", ""Nightmare Soldiers""]","[""BlueMeramon"", ""SkullMeramon"", ""Pumpkinmon"", ""Jyarimon""]","[]","[]","[]","[{""name"": ""TomahawkSteiner"", ""description"": ""): Easily wields the gigantic battle axe carried on its back, which is strong enough to smash its opponents into powder.""}, {""name"": ""Bousou"", ""description"": "", lit. \""Berserk\"")""}]"
191,"Bombermon","https://static.wikia.nocookie.net/digimon/images/d/d3/Bombermon_b.jpg/revision/latest/scale-to-width-down/268?cb=20221117024852","Ultimate",NULL,"Virus","[]","[]","[]","[]","[]","[]"
192,"BomberNanimon","https://static.wikia.nocookie.net/digimon/images/7/78/BomberNanimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210714022750","Champion",NULL,"Virus","[""Unknown"", ""Metal Empire""]","[]","[]","[]","[]","[{""name"": ""BakuOyajiPanchi"", ""description"": "", lit. \""Explosive OYAJI Punch\"")""}]"
193,"Bombmon","https://static.wikia.nocookie.net/digimon/images/c/c1/Bombmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20110527042652","{Fresh,""/ Xros Wars""}",NULL,"None","""Metal Empire""","[]","[""MegaDeckerGreymon"", ""DeckerGreymon"", ""Missimon""]","[]","[""Shoutmon X7F Superior Mode""]","[]"
194,"Bommon","https://static.wikia.nocookie.net/digimon/images/e/e0/Bommon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090726031247","Fresh",NULL,"{None,Free}","""Metal Empire""","[]","[""Missimon""]","[]","[]","[{""name"": ""Bachibachibacchin"", ""description"": "")""}]"
