id,name,image,level,attribute,family,prior_forms,next_forms,lateral_next_forms,digifuse_forms,attacks
303,CyberDracomon,https://static.wikia.nocookie.net/digimon/images/a/a6/CyberDracomon_t.gif/revision/latest/scale-to-width-down/268?cb=20220702063008,Unknown,Unknown,Unknown,Dracomon,,,,Unknown
304,Cyberdramon,https://static.wikia.nocookie.net/digimon/images/7/7b/Cyberdramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20130402190642,Ultimate,Vaccine,Wind Guardians,Strikedramon,Justimon (Blitz Arm),,,Erase Claw
306,Cyberdramon X,https://static.wikia.nocookie.net/digimon/images/2/29/Cyberdramon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20191029025517,Ultimate,Vaccine,Unknown,,,,,Erase Claw
307,Cyclonemon,https://static.wikia.nocookie.net/digimon/images/5/5a/Cyclonemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090205055020,Champion,Virus,Unknown,,,,,Strength Arm
308,Daemon,https://static.wikia.nocookie.net/digimon/images/3/30/Daemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20081104180145,Mega,Virus,Nightmare Soldiers,Code Key of Wrath,Daemon (Ultra),Daemon (Mantled),,Unknown
311,Daemon X,https://static.wikia.nocookie.net/digimon/images/b/b8/Daemon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20190626031159,Mega,Virus,Dark Area,,,,,Unknown
312,Daipenmon,https://static.wikia.nocookie.net/digimon/images/e/e1/Daipenmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20120511195545,Hybrid,Variable,None,Spirits of Ice,IceDevimon-Daipenmon Enhancement | IceDevimon,,,Blue Hawaii Death | Ichigo Desu
313,Damemon,https://static.wikia.nocookie.net/digimon/images/d/d7/Damemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20110520015400,Champion,Virus / Free,Unknown,,Tuwarmon,,,Bunbun Ken | Digi Ninpou: Bujin Henge
315,DanDevimon,https://static.wikia.nocookie.net/digimon/images/6/62/DanDevimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20201116015346,Mega,Virus,Nightmare Soldiers,NeoDevimon,,,,Unknown
316,Darcmon,https://static.wikia.nocookie.net/digimon/images/c/ce/Darcmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090205055021,Champion,Vaccine,Wind Guardians,,Murmukusmon,,,Baptême d'Amour
317,Dark Trailmon,https://static.wikia.nocookie.net/digimon/images/1/12/4-21_Dark_Trailmon.png/revision/latest/scale-to-width-down/268?cb=20141222040046,Champion,Data,Metal Empire,,,,,Kyuu Break Spark
318,Darkdramon,https://static.wikia.nocookie.net/digimon/images/1/15/Darkdramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100430074928,Mega,Virus,Dark Area,Tankdramon,Chaosmon | BanchoLeomon | UltimateChaosmon | BanchoLeomon | Varodurumon | Kentaurosmon,,Shoutmon X7F Superior Mode,Gigastick Lance
319,Darkest AxeKnightmon,https://static.wikia.nocookie.net/digimon/images/6/6b/Darkest_AxeKnightmon_t.gif/revision/latest/scale-to-width-down/268?cb=20220701014429,Unknown,Unknown,Unknown,AxeKnightmon,,DarknessBagramon,,God of Death Snatcher
320,DarkLizardmon,https://static.wikia.nocookie.net/digimon/images/c/ce/DarkLizardmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20141031020251,Champion,Virus,Nightmare Soldiers,,MetalTyrannomon,,,Dread Fire | Snipe Fang | Dark Inferno
321,DarkMaildramon,https://static.wikia.nocookie.net/digimon/images/a/ab/DarkMaildramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20201026174342,Champion,Virus,Unknown,Maildramon,,,,Unknown
322,DarknessBagramon,https://static.wikia.nocookie.net/digimon/images/e/ef/DarknessBagramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20111021042848,Mega,Virus / Free,Nightmare Soldiers,Bagramon,MegaDarknessBagramon,,,Unknown
323,DarkSuperStarmon,https://static.wikia.nocookie.net/digimon/images/2/2d/DarkSuperStarmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100528051623,Ultimate,Virus,Metal Empire,,,,,Unknown
324,DarkTyrannomon,https://static.wikia.nocookie.net/digimon/images/7/75/DarkTyrannomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20120127054141,Champion,Virus,Unknown,BlackAgumon,MetalTyrannomon | Kuwagamon | SkullGreymon | Antylamon (Good) | Chaosmon,,,Unknown
325,DarkTyrannomon X,https://static.wikia.nocookie.net/digimon/images/c/ca/DarkTyrannomon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20190626031901,Champion,Virus,Unknown,,,,,Unknown
326,DarkVolumon,https://static.wikia.nocookie.net/digimon/images/8/8d/DarkVolumon_t.gif/revision/latest/scale-to-width-down/267?cb=20220701040443,Unknown,Unknown,Unknown,,,,,Unknown
327,Datamon,https://static.wikia.nocookie.net/digimon/images/a/ad/Datamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090128052539,Ultimate,Virus,Metal Empire,Gizamon,Raijinmon,,,Plug Bomb | Nano Crush
328,Datirimon,https://static.wikia.nocookie.net/digimon/images/6/6a/Datirimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20201026182843,Fresh,Unknown,Unknown,,,,,San no Awa
329,Daxiongmaoshou,https://static.wikia.nocookie.net/digimon/images/0/03/Legendary_Skies_Xiongmao_Shou.jpg/revision/latest/scale-to-width-down/268?cb=20190821003641,Unknown,Unknown,Unknown,,PalaPandashou,,,Unknown
330,Death Airdramon,https://static.wikia.nocookie.net/digimon/images/1/17/CD_30_01.jpg/revision/latest/scale-to-width-down/268?cb=20080821045345,Unknown,Unknown,Unknown,,,,,Unknown
331,Death Devimon,https://static.wikia.nocookie.net/digimon/images/1/10/CD_31_01.jpg/revision/latest/scale-to-width-down/232?cb=20080821045345,Unknown,Unknown,Unknown,,,,,Unknown
332,Death Meramon,https://static.wikia.nocookie.net/digimon/images/f/f3/CD_35_01.jpg/revision/latest/scale-to-width-down/268?cb=20080821045347,Unknown,Unknown,Unknown,,,,,Unknown
333,Death MetalGreymon,https://static.wikia.nocookie.net/digimon/images/2/2e/CD_32_01.jpg/revision/latest/scale-to-width-down/267?cb=20080821045346,Unknown,Unknown,Unknown,,,,,Unknown
334,Death Tyranomon,https://static.wikia.nocookie.net/digimon/images/6/69/CD_31_02.jpg/revision/latest/scale-to-width-down/268?cb=20080821045346,Unknown,Unknown,Unknown,,,,,Unknown
335,Deathmon,https://static.wikia.nocookie.net/digimon/images/e/ef/CD_17_01.jpg/revision/latest/scale-to-width-down/268?cb=20080821045901,Unknown,Unknown,Unknown,,,,,Unknown
336,Deckerdramon,https://static.wikia.nocookie.net/digimon/images/d/df/Deckerdramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20101224150226,Champion,Virus,Unknown,,,,,Deckerdra-Launcher | Heavy Tailhook
337,Deckerdramon Float Mode,https://static.wikia.nocookie.net/digimon/images/9/90/6-40_Analyzer-01_JP.png/revision/latest/scale-to-width-down/268?cb=20110810073436,Unknown,Unknown,Unknown,,,,,Unknown
338,DeckerGreymon,https://static.wikia.nocookie.net/digimon/images/a/ad/DeckerGreymon_b.jpg/revision/latest/scale-to-width-down/268?cb=20110121141256,Ultimate,Virus,Unknown,Greymon (2010 anime),MegaDeckerGreymon | Bombmon,,,Plasma Deckerdra-launcher | Cyber Blader
339,Deltamon,https://static.wikia.nocookie.net/digimon/images/6/6c/Deltamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20101008040801,Champion,Virus,Unknown,Gazimon,Kimeramon,,,Triple Force | Skull Fang
340,DemiDevimon,https://static.wikia.nocookie.net/digimon/images/b/b9/DemiDevimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090130030543,Rookie,Virus,Nightmare Soldiers,Tsumemon,Devimon | Bakemon | Soulmon | Apocalymon | Vilemon | LadyDevimon | SkullSatamon | Myotismon | Puppetmon,,,Pico Dart | Pico Darts | Akuma no Sasayaki | Bat Flutter | PicoDevi Claw
341,DemiMeramon,https://static.wikia.nocookie.net/digimon/images/e/e3/DemiMeramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090128045033,In-Training,Data / Free,Metal Empire,Mokumon,Meramon | Vorvomon,,,Kaendan
342,DemiVeemon,https://static.wikia.nocookie.net/digimon/images/d/d4/DemiVeemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090128045532,In-Training,Free,Unknown,Chibomon,Veemon,,,Hop Attack
343,Depthmon,https://static.wikia.nocookie.net/digimon/images/7/70/Depthmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20140912061142,Armor,Data / Free,Deep Savers,Veemon,,,,Unknown
344,Deputymon,https://static.wikia.nocookie.net/digimon/images/5/54/Deputymon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090205055021,Champion,Vaccine,Metal Empire,,SuperStarmon,,,Justice Bullet
345,Deramon,https://static.wikia.nocookie.net/digimon/images/c/cb/Deramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100226053130,Ultimate,Data,Wind Guardians,,,,,Unknown
346,Destromon,https://static.wikia.nocookie.net/digimon/images/c/ca/Destromon_b.jpg/revision/latest/scale-to-width-down/268?cb=20220909023315,Ultimate,Virus / Free,Unknown,Vemmon,,,,Sanrensōhō
347,Devidramon,https://static.wikia.nocookie.net/digimon/images/c/cc/Devidramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20110916101718,Champion,Virus,Unknown,Tsukaimon,Mephistomon | Megadramon,,,Crimson Nail | Red Eye | Death Claw
348,Devimon,https://static.wikia.nocookie.net/digimon/images/9/9a/Devimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20130402183835,Champion,Virus,Nightmare Soldiers,DemiDevimon,NeoDevimon | Myotismon | SkullSatamon | Ogremon | Kimeramon | Kabuterimon | BlueMeramon,IceDevimon,,Death Claw | Leather Wing | Hell Contract
349,Devitamamon,https://static.wikia.nocookie.net/digimon/images/2/28/Devitamamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20170331024645,Mega,Data,Nightmare Soldiers,Digitamamon,,,,Dazzling Eye
350,DexDorugamon,https://static.wikia.nocookie.net/digimon/images/2/2d/DexDorugamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20140707232216,Champion,Virus,Dark Area,Dorumon,DexDoruGreymon | Gaiomon | Hisyaryumon,,,Digimon Masters
351,DexDorugoramon,https://static.wikia.nocookie.net/digimon/images/0/0b/DexDorugoramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20150508030510,Mega,Virus,Dark Area,DexDoruGreymon,,Dexmon,,DORU Din
352,DexDoruGreymon,https://static.wikia.nocookie.net/digimon/images/2/21/DexDoruGreymon_b.jpg/revision/latest/scale-to-width-down/268?cb=20160213032237,Ultimate,Virus,Dark Area,DexDorugamon,DexDorugoramon,,,Unknown
353,Dexmon,https://static.wikia.nocookie.net/digimon/images/5/59/Dexmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100312093014,Mega,Virus,Dark Area,DoruGreymon,,,,Unknown
354,Diaboromon,https://static.wikia.nocookie.net/digimon/images/d/dd/Diaboromon_b.jpg/revision/latest/scale-to-width-down/268?cb=20081009025602,Mega,Virus / Free,Dark Area,Infermon,,Armageddemon,,Catastrophe Cannon | Paradise Lost | Tsume Kougeki | System Fail
355,Diaboromon X,https://static.wikia.nocookie.net/digimon/images/0/05/Diaboromon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20191029030238,Mega,Free,Unknown,Keramon X,,Ogudomon X,,Unknown
356,Dianamon,https://static.wikia.nocookie.net/digimon/images/8/8d/Dianamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20150417025730,Mega,Data,Deep Savers,Crescemon,GraceNovamon | Apollomon,,,Unknown
357,Diarbbitmon,https://static.wikia.nocookie.net/digimon/images/1/1b/Diarbbitmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20230108005827,Mega,Vaccine,Nature Spirits,Lamortmon,,,,Trusgain | Buidhedearg | Backstlash
358,Diatrymon,https://static.wikia.nocookie.net/digimon/images/d/d1/Diatrymon_b.jpg/revision/latest/scale-to-width-down/268?cb=20150313030308,Champion,Vaccine,Wind Guardians,Falcomon,Crowmon,,,Unknown
359,Digi-Slingshot,https://static.wikia.nocookie.net/digimon/images/b/bf/6-02_Digi-Slingshot.png/revision/latest/scale-to-width-down/268?cb=20120730153100,Unknown,Unknown,Unknown,Pickmon,,,,Unknown
360,Digitamamon,https://static.wikia.nocookie.net/digimon/images/3/3e/Digitamamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090925044628,Ultimate,Data,Unknown,Ogremon,Devitamamon | Minervamon | Titamon,,,Enigma | Swing Egg
361,Digmon,https://static.wikia.nocookie.net/digimon/images/d/d5/Digmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20130823021416,Armor,Vaccine / Free,Nature Spirits,Armadillomon,,,,Big Crack | Titan Drill
362,Dijiangmon,https://static.wikia.nocookie.net/digimon/images/e/e6/Dijiangmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20230915023122,Mega,Virus,Unknown,,,,,Kyōsenkai | Jurenshōkoku | Konton Akūkyo
363,Dimetromon,https://static.wikia.nocookie.net/digimon/images/6/6e/Dimetromon_b.jpg/revision/latest/scale-to-width-down/268?cb=20241010020723,Champion,Virus,Unknown,Elizamon,,,,Unknown
364,Dinobeemon,https://static.wikia.nocookie.net/digimon/images/e/ee/Dinobeemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100423185517,Ultimate,Virus / Free,Nature Spirits,Tanemon,GranKuwagamon | Imperialdramon Dragon Mode | TigerVespamon,,,Unknown
365,Dinohyumon,https://static.wikia.nocookie.net/digimon/images/8/80/Dinohyumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20201026173947,Champion,Data,Nature Spirits,Kotemon,,,,Akinakes
366,Dinomon,https://static.wikia.nocookie.net/digimon/images/c/c2/Dinomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20240808030314,Mega,Vaccine,Unknown,,,,,Unknown
367,Dinorexmon,https://static.wikia.nocookie.net/digimon/images/a/a4/Dinorexmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100409080910,Mega,Data,Nature Spirits,MameTyramon,,,,Unknown
368,Dinotigermon,https://static.wikia.nocookie.net/digimon/images/a/a8/Dinotigermon_b.jpg/revision/latest/scale-to-width-down/268?cb=20151116210659,Mega,Data,Nature Spirits,GrapLeomon,,,,Unknown
369,Divemon,https://static.wikia.nocookie.net/digimon/images/2/29/Divemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210402021402,Ultimate,Data,Unknown,,,,,Unknown
370,Divermon,https://static.wikia.nocookie.net/digimon/images/a/ab/Divermon_b.jpg/revision/latest/scale-to-width-down/268?cb=20140829030356,Ultimate,Data,Deep Savers,Ebidramon,,,,Strike Fishing | Hell Dive
371,Dobermon,https://static.wikia.nocookie.net/digimon/images/3/34/Dobermon_b.jpg/revision/latest/scale-to-width-down/268?cb=20120113034007,Champion,Vaccine,Nightmare Soldiers,Labramon,Cerberusmon,,,Unknown
372,Dobermon X,https://static.wikia.nocookie.net/digimon/images/9/91/Dobermon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20210319031037,Champion,Virus,Nightmare Soldiers,,Cerberumon X,,,Unknown
373,Dodomon,https://static.wikia.nocookie.net/digimon/images/1/1a/Dodomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090710212042,Fresh,Free,Unknown,,Dorimon | Wanyamon,,,Chīsana Tetsu Tsubu
374,Doggymon,https://static.wikia.nocookie.net/digimon/images/2/2e/Doggymon_b.jpg/revision/latest/scale-to-width-down/268?cb=20111125042144,Champion,Data,Nature Spirits,,Cerberusmon,,Shoutmon X7F Superior Mode,Ultra Kamitsuki
375,Dokimon,https://static.wikia.nocookie.net/digimon/images/f/f7/Dokimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210129045213,Fresh,Free,Unknown,,Bibimon,,,Seidenki
376,Dokugumon,https://static.wikia.nocookie.net/digimon/images/4/48/Dokugumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20150116030930,Champion,Virus,Unknown,KoDokugumon (In-Training),Arukenimon,,,Stinger Poration | ArachnoBatoto
377,Dokunemon,https://static.wikia.nocookie.net/digimon/images/e/e8/Dokunemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20210901022710,Rookie,Virus,Nature Spirits,,Dokugumon,,,Digimon Digital Card Battle | Insect Horde | Capture Net | Gitai | Petit Thunder
378,Dolphmon,https://static.wikia.nocookie.net/digimon/images/f/f0/Dolphmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090205055022,Champion,Vaccine,Deep Savers,Penguinmon,Whamon,,,Shaking Pulse | Bon Voyage
379,Dominimon,https://static.wikia.nocookie.net/digimon/images/2/23/Dominimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20230901020844,Mega,Vaccine,Virus Busters,MagnaAngemon,,,,Unknown
380,Dondokomon,https://static.wikia.nocookie.net/digimon/images/7/76/Dondokomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100730105735,Rookie,Vaccine,Jungle Troopers,,,,Shoutmon X7F Superior Mode,DondokoOndo | Midareuchi Rush | Kiwame Daiko
381,DonShoutmon,https://static.wikia.nocookie.net/digimon/images/e/ec/DonShoutmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20110225032940,Champion,Data,Unknown,Shoutmon,,,,Kankon Midare Daiko
382,Dorbickmon,https://static.wikia.nocookie.net/digimon/images/2/25/Dorbickmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20110603085147,Mega,Virus,Dragon's Roar,,,,,TyrantCollbrande | Dragon Breath-tonic Fire
383,Dorbickmon Darkness Mode,https://static.wikia.nocookie.net/digimon/images/5/5a/6-31_Dorbickmon_Darkness_Mode_%28Flarerizamon%29.png/revision/latest/scale-to-width-down/268?cb=20110914043135,Unknown,Unknown,Unknown,Dorbickmon Darkness Mode One,,,,Unknown
384,Dorbickmon Darkness Mode One,https://static.wikia.nocookie.net/digimon/images/c/ca/Dorbickmon_Darkness_Mode_One_t.gif/revision/latest/scale-to-width-down/268?cb=20220701034212,Unknown,Unknown,Unknown,Dorbickmon,,,,Dragon Breath-tonic Fire
385,Dorbickmon Darkness Mode Two,https://static.wikia.nocookie.net/digimon/images/d/d5/Dorbickmon_Darkness_Mode_Two_t.gif/revision/latest/scale-to-width-down/267?cb=20220624024203,Unknown,Unknown,Unknown,Dorbickmon Darkness Mode One,,,,TyrantCollbrande | Dragon Breath-tonic Fire
386,Dorimon,https://static.wikia.nocookie.net/digimon/images/a/a4/Dorimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090128050113,In-Training,Free,Nature Spirits,Dodomon,Dorumon,,,San no Awa
387,Dorugamon,https://static.wikia.nocookie.net/digimon/images/a/a6/Dorugamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20120120023412,Champion,Data,Nature Spirits,Dorumon,DoruGreymon,,,Power Metal
388,Dorugoramon,https://static.wikia.nocookie.net/digimon/images/e/ec/Dorugoramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100514024339,Mega,Data,Nature Spirits,DoruGreymon,,DexDorugoramon,,Brave Metal | DORU Din
389,DoruGreymon,https://static.wikia.nocookie.net/digimon/images/f/f0/DoruGreymon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100305023831,Ultimate,Data,Nature Spirits,Dorugamon,Dorugoramon | Alphamon | Dexmon | Gaiomon,,,Unknown
390,Dorulumon,https://static.wikia.nocookie.net/digimon/images/8/89/Dorulumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100621101618,Champion,Virus,Nature Spirits,,JaegerDorulumon,,Shoutmon X7F Superior Mode,Drill Buster | Dorulu Tornado | Drill Blader
392,Dorumon,https://static.wikia.nocookie.net/digimon/images/5/50/Dorumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20120623151228,Rookie,Data,Nature Spirits,Dorimon,Dorugamon | DexDorugamon | Reptiledramon,,,Unknown
393,Dot-Gaomon,https://static.wikia.nocookie.net/digimon/images/5/59/Dot-Gaomon_toy.jpg/revision/latest?cb=20090320184638,Unknown,Unknown,Unknown,,,,,Unknown
394,Dot-Kamemon,https://static.wikia.nocookie.net/digimon/images/a/ae/Dot-Kamemon_toy.jpg/revision/latest/scale-to-width-down/268?cb=20090610033144,Unknown,Unknown,Unknown,,,,,Unknown
395,Dot-Kudamon,https://static.wikia.nocookie.net/digimon/images/5/57/Dot-Kudamon_toy.jpg/revision/latest/scale-to-width-down/268?cb=20090610033145,Unknown,Unknown,Unknown,,,,,Unknown
396,Dot-Lalamon,https://static.wikia.nocookie.net/digimon/images/5/5c/Dot-Lalamon_toy.jpg/revision/latest/scale-to-width-down/268?cb=20090610033145,Unknown,Unknown,Unknown,,,,,Unknown
397,DotAgumon,https://static.wikia.nocookie.net/digimon/images/c/cd/DotAgumon_toy.jpg/revision/latest?cb=20090320184638,Rookie,Unknown,Dragon's Roar,,,,,Unknown
398,DotFalcomon,https://static.wikia.nocookie.net/digimon/images/1/13/Dfalcomon_vg.gif/revision/latest?cb=20081022154226,Rookie,Unknown,Wind Guardians,,,,,Air Shot
399,DotMirageGaogamon,https://static.wikia.nocookie.net/digimon/images/3/3e/DotMirageGaogamon_vg.gif/revision/latest?cb=20081027135117,Mega,Unknown,Nature Spirits,,,,,Unknown
400,DotShineGreymon,https://static.wikia.nocookie.net/digimon/images/5/5c/DotShineGreymon_vg.gif/revision/latest?cb=20081027135116,Mega,Unknown,Dragon's Roar,,,,,Unknown
401,Doumon,https://static.wikia.nocookie.net/digimon/images/1/1d/Doumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100416115030,Ultimate,Data,Nightmare Soldiers,Youkomon,Kuzuhamon,,,Jugonsatsu | Kimon Tonkou
402,Dracmon,https://static.wikia.nocookie.net/digimon/images/d/d2/Dracmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090501194755,Rookie,Virus,Dark Area,,Sangloupmon | Yasyamon,,,Pico Darts
403,Dracomon,https://static.wikia.nocookie.net/digimon/images/0/0c/Dracomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090130030544,Rookie,Data,Dragon's Roar,,Coredramon (Blue) | Coredramon (Green),,Shoutmon X7F Superior Mode,Tail Smash | G Shurunen
404,Dracomon X,https://static.wikia.nocookie.net/digimon/images/4/40/Dracomon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20181026024257,Rookie,Data,Unknown,,,,,G Shurunen
405,Dragomon,https://static.wikia.nocookie.net/digimon/images/7/7b/Dragomon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090128052539,Ultimate,Virus,Deep Savers,,,,,Musū no Shokushu | Thousand Whip
406,Drill Cannon,https://static.wikia.nocookie.net/digimon/images/a/ad/6-54_Drill_Cannon.png/revision/latest/scale-to-width-down/268?cb=20110928062514,Unknown,Unknown,Unknown,Dorulumon,,,,Unknown
407,Drimogemon,https://static.wikia.nocookie.net/digimon/images/7/74/Drimogemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20150327234130,Champion,Data,Nature Spirits,,Digmon | Giromon | Mush-Upped MachLeomon | MachLeomon | Forest Zone | Code Crown | Abyss Truffle,,,Crusher Bone
408,Duramon,https://static.wikia.nocookie.net/digimon/images/b/be/Duramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20170303060812,Ultimate,Vaccine,Metal Empire,ZubaEagermon,Durandamon,,,Brinded | Grass-Slash
409,Durandamon,https://static.wikia.nocookie.net/digimon/images/a/aa/Durandamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20170324014423,Mega,Vaccine,Metal Empire,Duramon,RagnaLoardmon | BryweLudramon,,,Zwanglänze
410,Duskmon,https://static.wikia.nocookie.net/digimon/images/9/90/Duskmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20121005020551,Hybrid,Variable,None,H Spirit of Darkness,,JagerLoweemon,,Geist Abend | Eroberung | Blut Strike | Eroberung Storm
411,Dynasmon,https://static.wikia.nocookie.net/digimon/images/3/3c/Dynasmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100411060113,Mega,Data,Virus Busters,Silphymon,,,,Dragon's Roar | Digimon Frontier
412,Dynasmon X,https://static.wikia.nocookie.net/digimon/images/a/a1/Dynasmon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20191029030434,Mega,Data,Virus Busters,,,,,Breath of Wyvern
413,Eaglemon,https://static.wikia.nocookie.net/digimon/images/1/1d/Eaglemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20100618035753,Mega,Vaccine,Metal Empire,Parrotmon,,,,Unknown
414,Ebemon,https://static.wikia.nocookie.net/digimon/images/d/de/Ebemon_b.jpg/revision/latest/scale-to-width-down/268?cb=20110805035109,Mega,Virus,Unknown,Vademon,,,,Brain Rupture | Planet Destroyer
415,Ebemon X,https://static.wikia.nocookie.net/digimon/images/7/7e/Ebemon_X_b.jpg/revision/latest/scale-to-width-down/268?cb=20190926061350,Mega,Virus,Unknown,,,,,Planet Destroyer J
416,EbiBurgamon,https://static.wikia.nocookie.net/digimon/images/9/90/EbiBurgamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090130030544,Rookie,Data,Nature Spirits,,,,,Unknown
417,Ebidramon,https://static.wikia.nocookie.net/digimon/images/3/35/Ebidramon_b.jpg/revision/latest/scale-to-width-down/268?cb=20150821210046,Champion,Data,Deep Savers,Syakomon,Gusokumon | Divermon,,,Twin Neptune
418,Ebonwumon,https://static.wikia.nocookie.net/digimon/images/c/c0/Ebonwumon_b.jpg/revision/latest/scale-to-width-down/268?cb=20091002131036,Mega,Vaccine,Nature Spirits,Orochimon,,,,Mugen | Kokuhyou | Souryūha
419,Ekakimon,https://static.wikia.nocookie.net/digimon/images/d/de/Ekakimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20160603051714,Rookie,Data,Unknown,,,,,Ekakikaki
420,ElDradimon,https://static.wikia.nocookie.net/digimon/images/4/47/ElDradimon_b.jpg/revision/latest/scale-to-width-down/268?cb=20090127185702,Mega,Data,Jungle Troopers,,,,,Unknown
421,Elecmon,https://static.wikia.nocookie.net/digimon/images/9/91/Elecmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20171127120749,Rookie,Data,Nature Spirits,Tsunomon,BlackGarurumon | Leomon | DarkTyrannomon,Elecmon (Violet),,Sparkling Thunder | Tai Atari | Thunder Knife
423,Elephantmon,https://static.wikia.nocookie.net/digimon/images/b/b2/Elephantmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20140124023444,Armor,Vaccine / Free,Metal Empire,Armadillomon,,,,Nitro Turbine Wave
424,Elizamon,https://static.wikia.nocookie.net/digimon/images/3/39/Elizamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20240829020850,Rookie,Virus,Unknown,,Dimetromon,,,Unknown
425,EmperorGreymon,https://static.wikia.nocookie.net/digimon/images/5/5f/EmperorGreymon_b.jpg/revision/latest/scale-to-width-down/268?cb=20120810020446,Hybrid,Vaccine / Variable,Wind Guardians,Flame,Susanoomon | MagnaGarurumon,,,Enryūgeki | Kuzuryūjin | Ryūgonken | Enjin | Rengokukenbu
426,Enmamon,https://static.wikia.nocookie.net/digimon/images/d/dc/Enmamon_b.jpg/revision/latest/scale-to-width-down/268?cb=20250707153201,Mega,Unknown,Unknown,,,,,Unknown
427,Entmon,https://static.wikia.nocookie.net/digimon/images/2/20/Entmon_b.jpg/revision/latest/scale-to-width-down/268?cb=20201005020949,Ultimate,Virus,Wind Guardians,,,,,Unknown
428,Eosmon,https://static.wikia.nocookie.net/digimon/images/3/39/Eosmon_%28Champion%29_b.jpg/revision/latest/scale-to-width-down/268?cb=20200221033251,Champion,Unknown,Unknown,Morphomon,Eosmon (Ultimate),,,Unknown
